id,hrs1,prestg80,sphrs1,educ,paeduc,sex,happy,hapmar,health,happy7,satfam7
2318,,74,,20,,FEMALE,,,EXCELLENT,,
2319,60,44,16,16,20,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
2320,45,64,60,13,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2321,70,74,15,20,8,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2322,,66,,16,18,MALE,PRETTY HAPPY,,FAIR,,
2323,40,35,,13,13,FEMALE,VERY HAPPY,VERY HAPPY,,,
2324,,31,,14,9,MALE,NOT TOO HAPPY,,GOOD,,
2325,45,32,,14,13,MALE,NOT TOO HAPPY,,EXCELLENT,,
2326,45,33,,14,,MALE,,,GOOD,,
2327,,51,,12,12,FEMALE,NOT TOO HAPPY,,POOR,,
2328,38,35,20,16,8,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
2329,40,34,,16,12,MALE,NOT TOO HAPPY,,FAIR,,
2330,,33,,11,,FEMALE,,,FAIR,,
2331,50,50,30,13,19,MALE,VERY HAPPY,VERY HAPPY,FAIR,,
2332,,64,,17,8,FEMALE,VERY HAPPY,,FAIR,,
2333,40,44,,14,12,MALE,VERY HAPPY,,,,
2334,,36,,11,8,FEMALE,PRETTY HAPPY,,POOR,,
2335,54,24,40,11,,MALE,,,GOOD,,
2336,42,41,60,12,18,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
2337,,,,16,16,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
2338,,44,,16,13,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
2339,,66,,14,,FEMALE,,,GOOD,,
2340,55,47,40,16,16,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
2341,40,36,45,16,14,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
2342,65,51,,19,,MALE,,,GOOD,,
2343,,,,10,,FEMALE,,,FAIR,,
2344,,64,,18,,MALE,PRETTY HAPPY,,FAIR,,
2345,40,49,45,14,,FEMALE,,,EXCELLENT,,
2346,,17,40,8,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
2347,40,55,40,19,12,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
2348,43,38,,15,20,FEMALE,VERY HAPPY,,,,
2349,50,61,,19,,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
2350,17,32,,15,12,MALE,PRETTY HAPPY,,,,
2351,40,74,40,20,12,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
2352,,47,,12,,FEMALE,,,FAIR,,
2353,66,50,,13,14,MALE,NOT TOO HAPPY,,GOOD,,
2354,25,29,,15,16,FEMALE,PRETTY HAPPY,,,,
2355,,,,14,,FEMALE,,,GOOD,,
2356,20,37,,20,16,MALE,PRETTY HAPPY,,,,
2357,50,74,,20,,MALE,,,EXCELLENT,,
2358,32,28,,15,,MALE,,,EXCELLENT,,
2359,55,51,,16,16,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2360,50,36,50,13,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
2361,20,41,,15,,FEMALE,NOT TOO HAPPY,,GOOD,,
2362,40,32,65,12,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2363,45,24,45,14,10,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
2364,43,60,30,16,,MALE,,,GOOD,,
2365,70,30,,12,,MALE,,,GOOD,,
2366,40,28,,15,16,FEMALE,PRETTY HAPPY,,FAIR,,
2367,40,47,40,11,9,FEMALE,VERY HAPPY,VERY HAPPY,FAIR,,
2368,40,30,,15,,MALE,PRETTY HAPPY,,GOOD,,
2369,36,36,,15,,FEMALE,,,GOOD,,
2370,,43,,13,,FEMALE,,,POOR,,
2371,,42,,9,,FEMALE,,,GOOD,,
2372,,20,,9,,FEMALE,,,FAIR,,
2373,,,,17,,MALE,VERY HAPPY,,EXCELLENT,,
2374,,47,,12,,FEMALE,,,GOOD,,
2375,48,39,,10,,MALE,,,GOOD,,
2376,45,33,,13,,FEMALE,VERY HAPPY,,GOOD,,
2377,36,33,,18,12,MALE,PRETTY HAPPY,,FAIR,,
2378,30,51,,15,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
2379,21,32,,12,,FEMALE,,,GOOD,,
2380,40,33,40,13,8,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
2381,,35,,10,,FEMALE,PRETTY HAPPY,,FAIR,,
2382,,23,,10,,MALE,,,EXCELLENT,,
2383,32,40,45,14,6,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
2384,7,42,,14,,FEMALE,NOT TOO HAPPY,,,,
2385,,47,,14,8,FEMALE,PRETTY HAPPY,,GOOD,,
2386,44,24,,13,,FEMALE,,,GOOD,,
2387,,17,,14,,FEMALE,VERY HAPPY,,,,
2388,,30,,10,9,MALE,PRETTY HAPPY,,FAIR,,
2389,,30,,13,,MALE,,,POOR,,
2390,,38,,10,,MALE,,,GOOD,,
2391,,,,13,,FEMALE,NOT TOO HAPPY,,FAIR,,
2392,40,36,60,16,,FEMALE,VERY HAPPY,PRETTY HAPPY,,,
2393,40,29,,10,,MALE,PRETTY HAPPY,,,,
2394,,22,,11,8,FEMALE,VERY HAPPY,,,,
2395,,22,,11,16,MALE,PRETTY HAPPY,,,,
2396,,40,32,15,,FEMALE,,,FAIR,,
2397,,64,,19,8,MALE,NOT TOO HAPPY,,EXCELLENT,,
2398,,51,,12,,MALE,,,GOOD,,
2399,40,29,,14,,FEMALE,PRETTY HAPPY,,,,
2400,40,66,,14,,FEMALE,,,GOOD,,
2401,,,,10,12,FEMALE,PRETTY HAPPY,,GOOD,,
2402,,48,,16,,FEMALE,,,GOOD,,
2403,,40,,7,,MALE,,,FAIR,,
2404,41,42,,14,,FEMALE,VERY HAPPY,,EXCELLENT,,
2405,35,43,,12,,FEMALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
2406,32,22,,14,,MALE,NOT TOO HAPPY,,,,
2407,,40,12,12,,MALE,,,GOOD,,
2408,,68,,15,,FEMALE,,,FAIR,,
2409,45,68,40,12,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2410,,36,,12,,MALE,PRETTY HAPPY,,GOOD,,
2411,,65,,16,8,MALE,PRETTY HAPPY,,GOOD,,
2412,58,31,,12,14,FEMALE,VERY HAPPY,,,,
2413,,43,,12,,FEMALE,PRETTY HAPPY,,,,
2414,24,36,,14,,MALE,,,FAIR,,
2415,,64,,18,12,MALE,NOT TOO HAPPY,,,,
2416,49,69,,13,16,MALE,NOT TOO HAPPY,,FAIR,,
2417,,59,,14,12,FEMALE,PRETTY HAPPY,,FAIR,,
2418,4,49,50,16,,FEMALE,,,GOOD,,
2419,40,64,,16,12,MALE,PRETTY HAPPY,,GOOD,,
2420,,61,40,16,16,MALE,VERY HAPPY,VERY HAPPY,FAIR,,
2421,,69,,14,12,MALE,VERY HAPPY,PRETTY HAPPY,GOOD,,
2422,40,51,,19,20,MALE,VERY HAPPY,PRETTY HAPPY,EXCELLENT,,
2423,8,52,,12,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
2424,40,61,,17,12,FEMALE,NOT TOO HAPPY,,GOOD,,
2425,,72,,15,4,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
2426,40,39,,10,,MALE,,,EXCELLENT,,
2427,40,39,,15,,MALE,,,GOOD,,
2428,40,62,40,18,,FEMALE,,,GOOD,,
2429,,71,,16,,MALE,,,EXCELLENT,,
2430,,61,,19,14,MALE,PRETTY HAPPY,,EXCELLENT,,
2431,43,61,40,14,,MALE,,,GOOD,,
2432,89,86,40,16,16,MALE,PRETTY HAPPY,VERY HAPPY,,,
2433,,64,,17,,MALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
2434,,65,50,16,16,FEMALE,VERY HAPPY,VERY HAPPY,,,
2435,,,,11,,FEMALE,,,GOOD,,
2436,,40,,12,,FEMALE,,,GOOD,,
2437,50,34,20,14,15,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
2438,45,51,,12,,FEMALE,,,GOOD,,
2439,,51,,13,4,FEMALE,VERY HAPPY,,GOOD,,
2440,40,32,32,12,,MALE,,,GOOD,,
2441,42,38,40,12,,FEMALE,,,EXCELLENT,,
2442,15,74,,16,16,FEMALE,VERY HAPPY,,GOOD,,
2443,45,40,40,13,12,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
2444,,60,25,16,13,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
2445,14,30,,12,15,MALE,PRETTY HAPPY,,FAIR,,
2446,50,51,,16,,FEMALE,PRETTY HAPPY,,GOOD,,
2447,,60,,14,12,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
2448,25,,,13,4,MALE,VERY HAPPY,,EXCELLENT,,
2449,40,35,43,12,,MALE,,,FAIR,,
2450,10,34,,6,,MALE,NOT TOO HAPPY,,,,
2451,16,25,,12,12,FEMALE,NOT TOO HAPPY,,FAIR,,
2452,,51,,18,4,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
2453,,59,,15,,MALE,,,GOOD,,
2454,,74,,12,9,FEMALE,VERY HAPPY,PRETTY HAPPY,,,
2455,,51,,14,5,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
2456,25,64,,16,10,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
2457,,73,,14,,MALE,,,GOOD,,
2458,,30,,9,,MALE,,,FAIR,,
2459,,39,,12,12,MALE,PRETTY HAPPY,,,,
2460,20,47,36,15,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
2461,,60,,14,,MALE,,,GOOD,,
2462,50,36,,14,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
2463,48,51,50,14,,MALE,,,GOOD,,
2464,,,,11,10,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
2465,35,66,38,16,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2466,35,39,40,15,,MALE,,,GOOD,,
2467,70,34,,12,9,MALE,PRETTY HAPPY,,,,
2468,,49,70,12,,FEMALE,,,EXCELLENT,,
2469,19,51,,14,,FEMALE,PRETTY HAPPY,,FAIR,,
2470,,74,,18,,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
2471,55,51,,12,12,MALE,PRETTY HAPPY,,EXCELLENT,,
2472,40,47,40,14,12,FEMALE,VERY HAPPY,VERY HAPPY,,,
2473,,35,,13,7,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
2474,,40,24,8,8,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
2475,,36,,10,,MALE,PRETTY HAPPY,,FAIR,,
2476,50,36,60,12,,FEMALE,,,GOOD,,
2477,55,44,,12,,MALE,,,GOOD,,
2478,35,35,,14,,MALE,,,GOOD,,
2479,40,31,,10,12,MALE,PRETTY HAPPY,,,,
2480,42,39,43,15,9,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
2481,53,28,40,11,,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
2482,55,52,40,16,12,FEMALE,VERY HAPPY,NOT TOO HAPPY,,,
2483,,41,,12,8,FEMALE,PRETTY HAPPY,,,,
2484,49,31,,3,,MALE,PRETTY HAPPY,,,,
2485,,49,,12,,MALE,,,GOOD,,
2486,48,36,,12,12,MALE,PRETTY HAPPY,,GOOD,,
2487,,27,,12,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
2488,60,34,44,14,,MALE,,,GOOD,,
2489,,46,,14,,FEMALE,,,FAIR,,
2490,55,20,,11,12,FEMALE,PRETTY HAPPY,,GOOD,,
2491,40,35,,12,,FEMALE,,,GOOD,,
2492,,46,,13,,FEMALE,,,FAIR,,
2493,,36,,12,,FEMALE,NOT TOO HAPPY,,FAIR,,
2494,21,42,,14,9,FEMALE,VERY HAPPY,,GOOD,,
2495,35,23,,10,10,FEMALE,VERY HAPPY,,GOOD,,
2496,40,32,,12,,FEMALE,PRETTY HAPPY,,,,
2497,,,,16,8,FEMALE,NOT TOO HAPPY,,,,
2498,,60,,14,,FEMALE,,,GOOD,,
2499,,30,,12,12,FEMALE,VERY HAPPY,,GOOD,,
2500,,,,12,3,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
2501,,73,40,14,,FEMALE,VERY HAPPY,PRETTY HAPPY,,,
2502,56,25,,12,,MALE,,,GOOD,,
2503,65,52,40,12,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
2504,35,51,,12,10,FEMALE,PRETTY HAPPY,,EXCELLENT,,
2505,62,54,35,14,,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
2506,60,75,,18,12,FEMALE,PRETTY HAPPY,,,,
2507,40,35,70,15,7,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
2508,,66,,17,16,MALE,VERY HAPPY,,GOOD,,
2509,40,45,,15,6,FEMALE,PRETTY HAPPY,,GOOD,,
2510,40,52,40,17,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2511,10,41,45,12,12,FEMALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
2512,40,32,40,12,,MALE,,,GOOD,,
2513,43,47,40,12,,FEMALE,,,FAIR,,
2514,40,49,,12,0,MALE,PRETTY HAPPY,,FAIR,,
2515,36,51,36,12,12,MALE,VERY HAPPY,VERY HAPPY,,,
2516,,40,,16,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
2517,38,51,,14,,MALE,,,GOOD,,
2518,48,31,,17,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
2519,5,54,,15,3,MALE,NOT TOO HAPPY,,GOOD,,
2520,20,74,,18,12,MALE,PRETTY HAPPY,,EXCELLENT,,
2521,10,65,,20,,FEMALE,,,GOOD,,
2522,50,44,10,16,,MALE,,,EXCELLENT,,
2523,,49,34,16,,FEMALE,,,GOOD,,
2524,20,25,,16,,MALE,,,GOOD,,
2525,,53,,16,,MALE,,,POOR,,
2526,,23,,2,,FEMALE,VERY HAPPY,,FAIR,,
2527,,51,,12,,MALE,,,FAIR,,
2528,40,36,,16,16,FEMALE,PRETTY HAPPY,,EXCELLENT,,
2529,40,71,40,17,,MALE,,,POOR,,
2530,43,45,40,16,,FEMALE,,,EXCELLENT,,
2531,33,49,,12,,MALE,,,EXCELLENT,,
2532,50,37,80,17,20,MALE,PRETTY HAPPY,VERY HAPPY,,,
2533,40,33,60,13,15,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
2534,50,47,,12,12,MALE,VERY HAPPY,VERY HAPPY,,,
2535,26,23,,12,,MALE,,,GOOD,,
2536,25,47,,18,,MALE,,,EXCELLENT,,
2537,,66,,16,9,FEMALE,VERY HAPPY,,GOOD,,
2538,,45,,6,,MALE,PRETTY HAPPY,NOT TOO HAPPY,FAIR,,
2539,,65,,15,,MALE,,,GOOD,,
2540,9,52,,14,,FEMALE,VERY HAPPY,VERY HAPPY,FAIR,,
2541,40,23,,12,,FEMALE,,,GOOD,,
2542,40,60,40,13,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
2543,80,32,50,12,,MALE,,,FAIR,,
2544,45,47,,17,5,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2545,50,59,,18,17,MALE,VERY HAPPY,,EXCELLENT,,
2546,50,49,70,16,,FEMALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
2547,50,44,,17,,MALE,,,GOOD,,
2548,30,45,,12,,MALE,PRETTY HAPPY,,FAIR,,
2549,40,29,,2,0,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
2550,,,,12,12,FEMALE,PRETTY HAPPY,,FAIR,,
2551,27,30,,13,12,FEMALE,PRETTY HAPPY,,,,
2552,30,37,,6,0,MALE,NOT TOO HAPPY,,FAIR,,
2553,,74,,20,12,FEMALE,NOT TOO HAPPY,,,,
2554,,52,,19,,FEMALE,VERY HAPPY,,EXCELLENT,,
2555,50,39,,7,6,MALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
2556,40,59,40,16,16,MALE,PRETTY HAPPY,VERY HAPPY,,,
2557,,,,12,,FEMALE,PRETTY HAPPY,,,,
2558,,31,,7,6,MALE,PRETTY HAPPY,,EXCELLENT,,
2559,20,71,,16,16,MALE,PRETTY HAPPY,,FAIR,,
2560,,46,,16,12,FEMALE,VERY HAPPY,,,,
2561,50,51,20,14,14,MALE,VERY HAPPY,PRETTY HAPPY,,,
2562,,46,,12,,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2563,50,48,,17,16,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
2564,43,46,,12,,FEMALE,,,GOOD,,
2565,37,42,30,15,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
2566,,59,,14,9,FEMALE,VERY HAPPY,VERY HAPPY,,,
2567,,74,,16,,MALE,,,GOOD,,
2568,,46,,20,16,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
2569,75,54,,17,20,FEMALE,VERY HAPPY,,EXCELLENT,,
2570,78,71,,16,,MALE,,,GOOD,,
2571,,35,,17,12,MALE,PRETTY HAPPY,,,,
2572,89,51,,12,,FEMALE,NOT TOO HAPPY,,FAIR,,
2573,,66,,16,,FEMALE,,,GOOD,,
2574,,29,,12,,MALE,,,GOOD,,
2575,55,74,,20,5,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
2576,40,74,,17,12,FEMALE,PRETTY HAPPY,,GOOD,,
2577,40,36,,16,,FEMALE,,,GOOD,,
2578,60,,,16,8,MALE,PRETTY HAPPY,,EXCELLENT,,
2579,20,27,,14,12,FEMALE,VERY HAPPY,,EXCELLENT,,
2580,,58,50,19,12,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
2581,,17,,9,,FEMALE,,,FAIR,,
2582,50,48,,17,,MALE,VERY HAPPY,,EXCELLENT,,
2583,,30,,12,14,FEMALE,VERY HAPPY,,POOR,,
2584,,22,,8,,MALE,,,POOR,,
2585,,33,,7,9,FEMALE,VERY HAPPY,,GOOD,,
2586,,64,,16,,FEMALE,,,POOR,,
2587,40,55,,14,8,FEMALE,VERY HAPPY,,GOOD,,
2588,40,31,,12,,MALE,,,EXCELLENT,,
2589,14,28,70,17,,MALE,,,GOOD,,
2590,,46,,13,8,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
2591,65,33,,16,,MALE,NOT TOO HAPPY,VERY HAPPY,,,
2592,,54,60,16,20,FEMALE,VERY HAPPY,VERY HAPPY,,,
2593,,,,16,19,MALE,VERY HAPPY,,,,
2594,,,,14,12,MALE,PRETTY HAPPY,,GOOD,,
2595,20,47,,13,,FEMALE,,,EXCELLENT,,
2596,80,32,,12,,MALE,,,GOOD,,
2597,50,66,,16,,MALE,,,EXCELLENT,,
2598,40,48,,17,,FEMALE,,,EXCELLENT,,
2599,40,35,,16,,FEMALE,,,GOOD,,
2600,45,63,,16,16,FEMALE,PRETTY HAPPY,,GOOD,,
2601,40,60,,13,,MALE,,,POOR,,
2602,,42,60,13,13,FEMALE,NOT TOO HAPPY,NOT TOO HAPPY,,,
2603,,51,40,16,13,FEMALE,VERY HAPPY,VERY HAPPY,,,
2604,80,49,,16,12,MALE,PRETTY HAPPY,VERY HAPPY,,,
2605,80,49,,12,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
2606,35,61,35,16,,MALE,,,GOOD,,
2607,40,31,,12,,FEMALE,,,GOOD,,
2608,60,64,20,18,,MALE,,,EXCELLENT,,
2609,40,52,,13,6,MALE,NOT TOO HAPPY,,GOOD,,
2610,43,34,,11,,MALE,,,FAIR,,
2611,45,49,,18,18,MALE,PRETTY HAPPY,,,,
2612,40,,,16,,FEMALE,,,EXCELLENT,,
2613,,66,,12,,FEMALE,,,FAIR,,
2614,55,69,55,20,14,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2615,45,47,,16,14,MALE,VERY HAPPY,,GOOD,,
2616,50,60,30,16,16,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2617,40,24,,12,14,FEMALE,PRETTY HAPPY,,EXCELLENT,,
2618,,66,,10,,FEMALE,,,EXCELLENT,,
2619,30,28,,15,20,FEMALE,VERY HAPPY,,,,
2620,,41,,16,,MALE,,,EXCELLENT,,
2621,60,51,25,18,16,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
2622,40,42,,13,,FEMALE,PRETTY HAPPY,,GOOD,,
2623,63,33,40,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
2624,30,61,50,14,10,FEMALE,VERY HAPPY,VERY HAPPY,,,
2625,,49,,15,,FEMALE,VERY HAPPY,,,,
2626,,38,,13,14,MALE,PRETTY HAPPY,,POOR,,
2627,40,22,40,12,,MALE,,,EXCELLENT,,
2628,50,51,,14,,MALE,,,FAIR,,
2629,40,29,,12,12,FEMALE,PRETTY HAPPY,,GOOD,,
2630,,46,,14,10,FEMALE,PRETTY HAPPY,,GOOD,,
2631,,47,42,12,,FEMALE,,,GOOD,,
2632,55,61,,16,,FEMALE,VERY HAPPY,,EXCELLENT,,
2633,,52,,14,8,FEMALE,NOT TOO HAPPY,,POOR,,
2634,,36,40,16,,FEMALE,,,GOOD,,
2635,,40,,17,,FEMALE,,,FAIR,,
2636,16,28,80,20,20,FEMALE,VERY HAPPY,VERY HAPPY,,,
2637,19,23,,14,3,MALE,VERY HAPPY,,,,
2638,50,51,,19,,MALE,,,EXCELLENT,,
2639,45,51,,16,,MALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
2640,,50,,12,10,FEMALE,VERY HAPPY,VERY HAPPY,,,
2641,,49,50,16,13,FEMALE,VERY HAPPY,VERY HAPPY,,,
2642,,39,,9,,FEMALE,,,GOOD,,
2643,35,61,,16,,FEMALE,PRETTY HAPPY,,GOOD,,
2644,50,51,20,15,,MALE,,,GOOD,,
2645,40,74,,20,16,MALE,VERY HAPPY,,EXCELLENT,,
2646,60,64,40,17,,FEMALE,,,FAIR,,
2647,60,25,40,13,,FEMALE,,,EXCELLENT,,
2648,50,51,40,16,,MALE,,,GOOD,,
2649,,61,40,14,12,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
2650,,28,55,16,16,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
2651,55,29,49,12,12,FEMALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
2652,,47,45,9,,FEMALE,,,GOOD,,
2653,40,27,,12,,MALE,NOT TOO HAPPY,,,,
2654,40,45,,12,,MALE,,,GOOD,,
2655,48,74,,15,,MALE,,,EXCELLENT,,
2656,,36,,6,,FEMALE,PRETTY HAPPY,,,,
2657,40,42,,12,,FEMALE,,,GOOD,,
2658,40,65,,16,,FEMALE,VERY HAPPY,PRETTY HAPPY,FAIR,,
2659,40,51,40,12,,FEMALE,VERY HAPPY,VERY HAPPY,,,
2660,40,33,,14,16,MALE,PRETTY HAPPY,,EXCELLENT,,
2661,40,43,,13,,FEMALE,,,EXCELLENT,,
2662,45,45,40,12,,FEMALE,,,GOOD,,
2663,32,64,,20,,MALE,,,GOOD,,
2664,,36,40,12,12,FEMALE,VERY HAPPY,VERY HAPPY,,,
2665,40,51,,14,12,MALE,NOT TOO HAPPY,,EXCELLENT,,
2666,,42,,14,,FEMALE,,,GOOD,,
2667,,59,,13,,FEMALE,,,EXCELLENT,,
2668,40,22,,11,,MALE,,,FAIR,,
2669,40,30,,12,12,FEMALE,PRETTY HAPPY,,GOOD,,
2670,,28,,5,,FEMALE,,,POOR,,
2671,,35,,11,3,MALE,NOT TOO HAPPY,PRETTY HAPPY,,,
2672,68,28,,12,6,FEMALE,PRETTY HAPPY,,GOOD,,
2673,40,34,,6,6,MALE,PRETTY HAPPY,,,,
2674,50,64,,16,11,FEMALE,PRETTY HAPPY,,GOOD,,
2675,52,40,44,10,,MALE,,,FAIR,,
2676,36,27,,12,,FEMALE,,,GOOD,,
2677,42,40,50,13,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
2678,,36,,11,8,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
2679,40,69,40,12,,MALE,,,FAIR,,
2680,80,65,89,16,3,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
2681,,,,9,,MALE,NOT TOO HAPPY,,EXCELLENT,,
2682,,33,40,10,,FEMALE,,,FAIR,,
2683,54,37,,10,5,MALE,PRETTY HAPPY,,GOOD,,
2684,,44,40,11,12,FEMALE,PRETTY HAPPY,VERY HAPPY,FAIR,,
2685,40,69,50,16,13,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
2686,,66,51,11,,FEMALE,PRETTY HAPPY,VERY HAPPY,POOR,,
2687,40,47,,12,,FEMALE,PRETTY HAPPY,,,,
2688,,49,,13,,FEMALE,,,GOOD,,
2689,45,47,40,12,15,MALE,VERY HAPPY,VERY HAPPY,,,
2690,40,58,40,16,,FEMALE,,,EXCELLENT,,
2691,45,40,,12,,MALE,,,GOOD,,
2692,,47,,12,,MALE,,,GOOD,,
2693,,39,80,14,16,FEMALE,PRETTY HAPPY,PRETTY HAPPY,POOR,,
2694,34,34,,9,,MALE,,,POOR,,
2695,,,,12,,MALE,,,POOR,,
2696,45,52,50,12,,FEMALE,VERY HAPPY,PRETTY HAPPY,GOOD,,
2697,40,64,40,17,,MALE,,,FAIR,,
2698,,49,,13,,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
2699,,52,,18,12,MALE,PRETTY HAPPY,,,,
2700,40,34,,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
2701,38,28,,9,,FEMALE,PRETTY HAPPY,,,,
2702,40,51,,12,,MALE,,,GOOD,,
2703,45,51,,16,20,MALE,PRETTY HAPPY,,,,
2704,,,,11,2,FEMALE,VERY HAPPY,,FAIR,,
2705,,32,,9,14,FEMALE,NOT TOO HAPPY,,POOR,,
2706,40,32,,15,19,MALE,PRETTY HAPPY,,FAIR,,
2707,,,,6,,FEMALE,,,GOOD,,
2708,40,31,40,16,,FEMALE,,,GOOD,,
2709,,64,40,16,6,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
2710,45,64,,16,,MALE,,,GOOD,,
2711,40,74,40,20,15,MALE,VERY HAPPY,PRETTY HAPPY,,,
2712,45,37,45,9,4,MALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
2713,40,45,40,12,,FEMALE,,,FAIR,,
2714,15,36,,9,6,FEMALE,PRETTY HAPPY,,,,
2715,,,,13,,MALE,,,EXCELLENT,,
2716,,36,40,12,,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
2717,40,36,,13,6,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
2718,40,36,15,11,,MALE,,,GOOD,,
2719,40,,,14,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
2720,45,49,32,13,,FEMALE,VERY HAPPY,NOT TOO HAPPY,GOOD,,
2721,,39,,13,3,FEMALE,VERY HAPPY,PRETTY HAPPY,,,
2722,,,,12,18,MALE,NOT TOO HAPPY,,GOOD,,
2723,65,74,,20,,MALE,,,GOOD,,
2724,50,42,,12,7,MALE,PRETTY HAPPY,,GOOD,,
2725,40,74,,20,,MALE,,,EXCELLENT,,
2726,60,28,,13,,MALE,,,GOOD,,
2727,,61,,14,,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
2728,60,41,40,9,,FEMALE,,,FAIR,,
2729,40,34,,10,,FEMALE,,,GOOD,,
2730,,43,,12,,MALE,,,FAIR,,
2731,30,42,,13,,MALE,,,GOOD,,
2732,40,36,,8,,MALE,VERY HAPPY,,,,
